heightwholenum,framemat,framefunc,widthWholeNum,lift,itemset,locationtype,leadmechanic,TotalInstallationTime,LongCarry
96,SASH RAIL,,52,22,,2,211,75,NULL
79,,,14,25,WOOD BEADS,2,211,90,NULL
90,,,92,23,,2,90,155,NULL
42,,FIXED,33,40,VINYL BEADS,9,118,45,NULL
27,ALUMINUM,FIXED,20,4,SNAP BEADS,9,118,40,NULL
67,,,27,45,WOOD BEADS,2,90,85,NULL
38,Clear Alum,FIXED,17,84,SNAP BEADS,2,228,70,NULL
26,,,44,77,VINYL BEADS,9,118,45,NULL
43,,FIXED,33,39,VINYL BEADS,2,90,40,NULL
88,,,98,34,WOOD BEADS,2,211,110,NULL
25,VINYL,FIXED,7,24,SNAP BEADS,9,228,70,NULL
25,VINYL,FIXED,7,24,SNAP BEADS,9,228,95,NULL
41,,FIXED,20,40,VINYL BEADS,9,211,60,NULL
40,ALUMINUM,FLUSH GLAZE,41,30,,6,6,70,NULL
68,ALUMINUM,FLUSH GLAZE,28,22,PUSH RUBBER,2,62,45,NULL
61,,FIXED,80,68,SNAP BEADS,9,6,155,NULL
50,VINYL,FIXED,8,32,VINYL BEADS,1,62,50,NULL
56,ALUMINUM,FIXED,45,27,SCREW BEADS,9,6,50,NULL
78,ALUMINUM,FLUSH GLAZE,71,25,,2,211,25,NULL
67,VINYL,FIXED,43,40,VINYL BEADS,9,228,30,NULL
0,,,0,30,,9,62,40,NULL
23,,BOTTOM SH,38,33,WRAP AROUND RUBBER,1,118,30,NULL
72,,FIXED,31,39,,1,90,135,NULL
44,ALUMINUM,FLUSH GLAZE,41,36,,2,228,35,NULL
21,,BOTTOM SH,32,34,SNAP BEADS,9,211,30,NULL
84,ALUMINUM,,36,10,SNAP BEADS,2,228,60,NULL
18,VINYL,SLIDER,22,55,SNAP BEADS,9,211,25,NULL
46,,SLIDER,69,36,,9,118,60,NULL
36,,,34,32,VINYL BEADS,13,118,40,NULL
43,,FIXED,27,36,SNAP BEADS,9,118,45,NULL
30,,BOTTOM SH,33,16,SNAP BEADS,1,6,35,NULL
70,ALUMINUM,FLUSH GLAZE,49,37,,2,11,25,NULL
19,ALUMINUM,FIXED,91,84,SNAP BEADS,5,90,70,NULL
47,,,16,35,SNAP BEADS,5,62,30,NULL
22,,SLIDER,31,46,SNAP BEADS,5,211,35,NULL
40,WOOD,BOTTOM HALF,40,10,,1,118,110,NULL
82,ALUMINUM,FLUSH GLAZE,23,4,,9,118,20,NULL
33,,,31,44,WRAP AROUND FRAME,9,62,35,NULL
82,ALUMINUM,FLUSH GLAZE,23,8,,9,118,25,NULL
29,,FIXED,26,40,VINYL BEADS,9,6,60,NULL
30,,SLIDER,19,51,VINYL BEADS,9,6,25,NULL
74,,,79,48,,2,6,70,NULL
51,ALUMINUM,,41,68,SNAP BEADS,2,6,25,NULL
46,,FIXED,34,84,WOOD BEADS,9,6,55,NULL
39,VINYL,FIXED,43,36,WRAP AROUND FRAME,9,6,20,NULL
18,,,36,48,VINYL BEADS,2,62,50,NULL
70,ALUMINUM,FIXED,45,28,SNAP BEADS,2,6,180,NULL
51,VINYL,FIXED,45,24,SNAP BEADS,9,118,65,NULL
63,,FIXED,49,40,SNAP BEADS,2,211,25,NULL
22,,FIXED,22,60,,9,211,20,NULL
55,VINYL,FIXED,33,36,SNAP BEADS,9,62,75,NULL
84,ALUMINUM,FLUSH GLAZE,34,22,,9,6,140,NULL
54,PELLA,,24,44,WOOD BEADS,2,62,110,1
67,ALUMINUM,FLUSH GLAZE,23,34,,6,211,45,NULL
30,,,28,48,PUTTY,1,137,30,NULL
26,VINYL,BOTTOM DH,28,108,SNAP BEADS,1,62,45,NULL
97,ALUMINUM,FIXED,42,9,SNAP BEADS,1,228,200,NULL
76,,SASH RAIL,57,13,,10,211,115,NULL
71,,,32,36,SNAP BEADS,5,211,70,NULL
19,WOOD,FIXED,19,72,WOOD BEADS,2,228,35,NULL
26,,,24,50,SNAP BEADS,1,90,55,NULL
55,,,52,40,SNAP BEADS,2,6,110,NULL
78,ALUMINUM,,32,27,SNAP BEADS,2,6,35,NULL
33,,BOTTOM SASH,31,10,WRAP AROUND FRAME,9,62,50,NULL
33,,,31,48,WRAP AROUND FRAME,9,62,25,NULL
84,,,48,26,WOOD BEADS,13,211,115,NULL
25,ALUMINUM,FLUSH GLAZE,36,48,,2,211,20,NULL
12,VINYL,AWNING WINDOW,36,17,VINYL BEADS,2,228,25,NULL
43,ALUMINUM,FIXED,27,35,VINYL BEADS,1,6,85,NULL
30,,BOTTOM SH,26,24,PUTTY,1,62,60,NULL
57,ALUMINUM,FLUSH GLAZE,21,24,,9,137,20,NULL
61,,FIXED,41,24,WOOD BEADS,1,62,125,NULL
29,ALUMINUM,FLUSH GLAZE,13,6,,9,90,15,NULL
102,ALUMINUM,FLUSH GLAZE,36,4,,12,118,105,NULL
23,,,45,40,SCREW BEADS,2,211,35,NULL
63,,FIXED,52,80,SNAP BEADS,9,90,100,NULL
33,,,31,43,WRAP AROUND FRAME,9,118,30,NULL
57,ALUMINUM,FIXED,67,36,SNAP BEADS,5,6,95,NULL
39,VINYL,FIXED,29,43,SNAP BEADS,9,6,40,NULL
54,,FIXED,21,30,SNAP BEADS,9,62,60,NULL
29,,BOTTOM SH,20,20,SNAP BEADS,1,118,40,NULL
27,,BOTTOM SH,31,22,SNAP BEADS,1,62,30,NULL
7,VINYL,FIXED,31,25,SNAP BEADS,9,228,90,NULL
42,ALUMINUM,FIXED,49,144,SNAP BEADS,13,90,55,NULL
31,,,33,48,SNAP BEADS,9,228,35,NULL
56,,SLIDER,21,22,VINYL BEADS,9,62,30,NULL
60,ALUMINUM,FLUSH GLAZE,55,36,,2,6,25,NULL
14,VINYL,FIXED,27,8,VINYL BEADS,1,118,35,NULL
22,,,29,48,VINYL BEADS,1,62,30,NULL
54,ALUMINUM,FIXED,34,30,SNAP BEADS,9,62,50,NULL
32,VINYL,FIXED,26,42,VINYL BEADS,9,62,70,NULL
32,,,31,58,VINYL BEADS,9,118,20,NULL
78,ALUMINUM,FLUSH GLAZE,34,2,PUSH RUBBER,10,211,10,NULL
17,VINYL,FIXED,14,65,VINYL BEADS,9,211,25,NULL
22,,,29,60,VINYL BEADS,9,62,40,NULL
43,VINYL,FIXED,28,36,VINYL BEADS,1,228,25,NULL
36,,,8,36,,1,211,35,NULL
42,,FIXED,18,38,PUTTY,1,137,60,NULL
69,ALUMINUM,CURTAINWALL,55,24,PRESSURE PLATE,2,62,90,NULL
67,,FIXED,43,39,SNAP BEADS,2,118,100,NULL
53,VINYL,FIXED,18,24,VINYL BEADS,1,228,55,NULL
26,,BOTTOM SH,39,30,SNAP BEADS,9,118,25,NULL
73,,LUG SASH,83,18,,2,6,95,NULL
122,METAL,,63,19,SNAP BEADS,5,90,150,NULL
19,VINYL,FIXED,31,60,SNAP BEADS,9,6,55,NULL
90,ALUMINUM,FLUSH GLAZE,27,6,,7,6,15,NULL
43,,,20,42,SCREW BEADS,12,118,85,NULL
68,,SIDELITE,14,24,VINYL BEADS,9,228,35,NULL
21,,BOTTOM SH,35,60,PUSH RUBBER,12,90,30,NULL
46,,,28,36,SNAP BEADS,9,118,35,NULL
43,ALUMINUM,FIXED,45,36,SNAP BEADS,1,90,35,NULL
20,,,43,63,VINYL BEADS,9,118,30,NULL
30,,,32,30,VINYL BEADS,2,118,25,NULL
0,ALUMINUM,FLUSH GLAZE,0,37,SNAP BEADS,2,211,95,NULL
32,ALUMINUM,FIXED,58,4,SNAP BEADS,2,118,35,NULL
33,,BOTTOM SH,31,32,SNAP BEADS,9,90,55,NULL
29,,TOP DH,33,30,,9,118,45,NULL
72,,,33,32,SCREW BEADS,9,228,60,NULL
109,ALUMINUM,FLUSH GLAZE,58,38,PUSH RUBBER,9,6,45,NULL
86,ALUMINUM,CURTAINWALL,45,17,PRESSURE PLATE,2,6,105,NULL
50,ALUMINUM,FIXED,46,120,SNAP BEADS,12,118,125,1
67,ALUMINUM,FIXED,33,33,SNAP BEADS,2,90,75,NULL
25,WOOD,FIXED,37,5,PUTTY,1,62,85,NULL
49,,,52,30,SCREW BEADS,1,118,115,NULL
60,ALUMINUM,,52,33,SNAP BEADS,4,62,130,NULL
38,VINYL,SLIDER,32,41,WRAP AROUND RUBBER,9,62,30,NULL
41,VINYL,FIXED,26,39,WRAP AROUND RUBBER,9,62,20,NULL
37,,SIDELITE,15,3,SNAP BEADS,2,6,30,NULL
78,ALUMINUM,CURTAINWALL,57,35,PRESSURE PLATE,6,228,130,1
31,,SLIDER,21,48,VINYL BEADS,9,228,20,NULL
82,ALUMINUM,FLUSH GLAZE,23,5,,9,6,10,NULL
31,,,24,28,VINYL BEADS,9,90,45,NULL
58,ALUMINUM,FLUSH GLAZE,53,29,,2,211,20,NULL
48,,,70,72,PUTTY,1,228,85,NULL
68,ALUMINUM,,40,40,SNAP BEADS,5,62,55,NULL
47,,,59,38,SCREW BEADS,5,6,90,NULL
12,,,16,68,,1,62,30,NULL
49,,,23,45,VINYL BEADS,1,118,75,NULL
52,ALUMINUM,FIXED,32,34,SNAP BEADS,9,90,35,NULL
39,,,44,38,VINYL BEADS,1,211,30,NULL
19,,FIXED,31,72,VINYL BEADS,1,11,60,NULL
48,ALUMINUM,FLUSH GLAZE,68,36,,11,90,70,NULL
78,ALUMINUM,FIXED,40,32,SCREW BEADS,6,90,140,NULL
21,,,32,36,SNAP BEADS,9,211,15,NULL
40,,,44,36,WRAP AROUND RUBBER,1,90,35,NULL
76,ALUMINUM,FLUSH GLAZE,50,35,PUSH RUBBER,2,211,15,NULL
95,ALUMINUM,FLUSH GLAZE,49,30,,2,6,45,NULL
32,,BOTTOM DH,30,30,,1,6,40,NULL
36,,,26,32,WRAP AROUND FRAME,1,118,25,NULL
59,,LUG SASH,48,13,,2,90,60,NULL
60,ALUMINUM,FLUSH GLAZE,32,28,PUSH RUBBER,7,90,40,NULL
54,,SLIDER,21,24,VINYL BEADS,9,211,45,NULL
30,ALUMINUM,FIXED,74,19,PUSH RUBBER,9,211,30,NULL
20,,,30,72,VINYL BEADS,0,6,45,NULL
54,VINYL,FIXED,12,21,,9,11,45,NULL
43,VINYL,FIXED,32,36,VINYL BEADS,9,211,35,NULL
36,VINYL,FIXED,21,40,SNAP BEADS,9,62,50,NULL
33,,BOTTOM SH,31,9,SNAP BEADS,9,90,30,NULL
98,ALUMINUM,FLUSH GLAZE,64,36,PUSH RUBBER,2,90,40,NULL
61,,,48,42,SNAP BEADS,2,228,35,NULL
31,,,13,4,SCREW BEADS,9,228,15,NULL
59,,,20,30,SCREW BEADS,6,62,75,NULL
76,,,34,5,WOOD BEADS,1,62,90,NULL
82,ALUMINUM,FLUSH GLAZE,21,6,,9,118,15,NULL
22,,,36,46,VINYL BEADS,2,228,30,NULL
30,VINYL,SLIDER,21,48,SNAP BEADS,9,90,25,NULL
90,ALUMINUM,FLUSH GLAZE,69,27,,2,228,65,NULL
0,,,0,30,,9,118,75,NULL
16,,,33,40,,9,228,30,NULL
86,ALUMINUM,,66,19,SNAP BEADS,2,6,50,NULL
29,ALUMINUM,SIDELITE,43,8,SNAP BEADS,9,211,10,NULL
31,,BOTTOM SH,42,30,,5,62,25,NULL
55,,,20,32,VINYL BEADS,1,90,50,NULL
82,ALUMINUM,FLUSH GLAZE,43,5,,2,118,40,NULL
43,ALUMINUM,FIXED,55,42,SNAP BEADS,2,211,50,NULL
76,WOOD,FIXED,38,18,WOOD BEADS,1,228,115,NULL
19,,TOP DH,33,30,VINYL BEADS,1,62,70,NULL
49,,,29,36,VINYL BEADS,2,228,40,NULL
55,,SLIDER,27,31,SNAP BEADS,9,11,40,NULL
13,,,24,12,SNAP BEADS,1,137,45,NULL
70,,,43,60,SCREW BEADS,1,211,105,NULL
31,WOOD,FIXED,24,4,PUTTY,1,62,290,NULL
28,ALUMINUM,FLUSH GLAZE,36,4,,12,6,55,NULL
36,,FIXED,55,40,SNAP BEADS,9,6,65,1
43,SASH RAIL,,47,42,,2,11,65,NULL
58,,,19,34,SNAP BEADS,11,118,105,NULL
120,,SNAP SASH,42,19,,2,90,80,NULL
31,VINYL,FIXED,27,40,VINYL BEADS,9,6,40,NULL
61,,,60,36,,2,228,75,NULL
27,,,31,30,VINYL BEADS,9,6,35,NULL
27,,,31,30,VINYL BEADS,9,6,40,NULL
21,,TOP SH,31,30,VINYL BEADS,1,90,45,NULL
27,,TOP SH,31,52,SNAP BEADS,9,11,65,NULL
32,,BOTTOM SH,43,30,,5,90,30,NULL
24,ALUMINUM,FIXED,26,60,,9,211,15,NULL
52,ALUMINUM,FIXED,30,26,SNAP BEADS,9,118,45,NULL
20,,BOTTOM SH,26,36,,1,11,40,NULL
62,ALUMINUM,FLUSH GLAZE,77,23,,2,6,140,NULL
63,ALUMINUM,FIXED,58,32,,2,228,120,NULL
61,,,30,46,SCREW BEADS,0,228,45,NULL
82,ALUMINUM,FLUSH GLAZE,60,3,,4,6,65,NULL
20,ALUMINUM,FLUSH GLAZE,79,84,,2,118,35,NULL
57,,SIDELITE,20,34,,9,228,20,NULL
48,VINYL,FIXED,20,43,VINYL BEADS,9,228,40,NULL
21,,BOTTOM DH,25,30,VINYL BEADS,9,118,25,NULL
14,VINYL,SLIDER,13,72,VINYL BEADS,9,118,30,NULL
28,,BOTTOM SH,31,31,SNAP BEADS,9,11,40,NULL
28,,TOP SH,31,52,SNAP BEADS,1,11,30,NULL
51,VINYL,FIXED,45,24,VINYL BEADS,9,90,60,NULL
25,ANDERSEN,,30,60,VINYL BEADS,1,228,25,NULL
59,VINYL,,18,19,SNAP BEADS,1,11,75,NULL
78,,,91,6,SCREW BEADS,0,6,100,1
33,,TOP SH,27,60,SCREW BEADS,9,90,25,NULL
82,,SIDELITE,23,4,,9,6,20,NULL
15,,BOTTOM DH,10,33,WOOD BEADS,9,118,40,NULL
34,VINYL,FIXED,16,44,VINYL BEADS,1,118,35,NULL
14,WOOD,BOTTOM DH,12,144,PUTTY,1,90,50,NULL
74,ALUMINUM,,93,45,SNAP BEADS,5,6,100,NULL
59,,,40,40,SNAP BEADS,12,211,75,NULL
30,,,29,36,,1,118,25,NULL
21,,,39,72,,1,90,45,NULL
44,,,28,24,SNAP BEADS,6,6,50,NULL
61,,FIXED,27,33,VINYL BEADS,2,228,85,NULL
42,,FIXED,33,40,VINYL BEADS,9,6,60,NULL
24,,BOTTOM SH,35,30,VINYL BEADS,9,62,30,NULL
53,,FIXED,53,35,VINYL BEADS,1,118,65,NULL
55,ALUMINUM,FLUSH GLAZE,14,45,,12,211,15,NULL
33,,BOTTOM SH,31,26,SNAP BEADS,9,62,30,NULL
14,,,12,72,PUTTY,1,228,45,NULL
23,,BOTTOM SH,24,30,,1,228,30,NULL
48,,FIXED,30,36,VINYL BEADS,1,118,50,NULL
41,ALUMINUM,,27,168,SNAP BEADS,5,118,45,NULL
77,ALUMINUM,FLUSH GLAZE,45,8,,1,211,10,NULL
18,,TOP SH,25,30,VINYL BEADS,9,6,25,NULL
27,,BOTTOM SH,34,24,VINYL BEADS,9,228,30,NULL
85,,,62,21,SNAP BEADS,2,211,95,NULL
66,,SIDELITE,13,9,WOOD BEADS,9,228,25,NULL
15,,TOP SH,32,30,VINYL BEADS,9,228,15,NULL
15,,TOP SH,32,30,VINYL BEADS,9,228,15,NULL
23,,BOTTOM SH,29,32,SNAP BEADS,1,118,40,NULL
53,,FIXED,33,36,VINYL BEADS,2,90,35,NULL
10,,,34,60,VINYL BEADS,9,118,35,NULL
42,,SLIDER,33,40,VINYL BEADS,9,90,40,NULL
28,ALUMINUM,FLUSH GLAZE,29,10,,2,6,15,NULL
76,ALUMINUM,FLUSH GLAZE,46,36,,5,211,40,NULL
25,,TOP DH,26,30,VINYL BEADS,9,6,20,NULL
15,ALUMINUM,FLUSH GLAZE,36,228,PUSH RUBBER,2,11,45,NULL
14,VINYL,SLIDER,12,84,VINYL BEADS,9,6,15,NULL
27,VINYL,TRANSOM,67,144,SNAP BEADS,9,118,55,NULL
55,VINYL,FIXED,19,24,VINYL BEADS,1,118,30,NULL
82,ALUMINUM,FLUSH GLAZE,19,4,,9,90,60,NULL
71,ALUMINUM,FLUSH GLAZE,40,29,,2,6,30,NULL
22,ALUMINUM,FLUSH GLAZE,24,51,PUSH RUBBER,2,228,15,NULL
36,,FIXED,32,40,VINYL BEADS,9,62,35,NULL
37,,TOP DH,28,84,VINYL BEADS,1,228,20,NULL
23,,TOP SH,31,30,SNAP BEADS,9,228,30,NULL
64,,,93,24,,2,211,70,NULL
96,SASH RAIL,,60,27,,1,6,55,NULL
31,,BOTTOM SH,24,30,SNAP BEADS,9,62,35,NULL
23,,BOTTOM SH,34,38,,9,118,40,NULL
23,,BOTTOM DH,29,30,WRAP AROUND FRAME,9,228,15,NULL
32,,TOP DH,20,65,PUTTY,9,118,95,NULL
15,,BOTTOM SH,30,30,SNAP BEADS,9,228,10,NULL
33,,BOTTOM SH,29,27,VINYL BEADS,9,90,55,NULL
46,,,28,36,VINYL BEADS,9,62,70,NULL
42,STEEL,WINDOW,23,144,SCREW BEADS,2,6,90,NULL
55,ALUMINUM,FIXED,45,24,VINYL BEADS,9,62,85,NULL
39,,FIXED,21,48,VINYL BEADS,9,118,75,NULL
25,ALUMINUM,FLUSH GLAZE,57,24,,4,90,35,NULL
27,,BOTTOM SH,44,30,VINYL BEADS,11,228,15,NULL
26,,,23,36,,1,62,50,NULL
32,,TOP SH,36,60,VINYL BEADS,9,228,35,NULL
33,,SIDELITE,24,40,SCREW BEADS,9,118,50,NULL
94,,,88,24,,0,6,65,NULL
24,,BOTTOM SH,39,30,,9,90,35,NULL
28,VINYL,FIXED,31,42,SNAP BEADS,9,118,25,NULL
30,,BOTTOM SH,31,30,VINYL BEADS,1,62,35,NULL
27,ALUMINUM,FIXED,50,90,SNAP BEADS,5,118,40,NULL
40,VINYL,FIXED,26,36,VINYL BEADS,9,11,50,NULL
21,,BOTTOM SH,30,30,VINYL BEADS,9,62,40,NULL
57,ALUMINUM,FLUSH GLAZE,20,36,,9,6,25,NULL
29,VINYL,FIXED,20,53,SNAP BEADS,9,62,30,NULL
30,ALUMINUM,FLUSH GLAZE,29,96,PUSH RUBBER,5,90,60,NULL
42,,,36,42,ZIPPER WALL,12,6,70,NULL
52,,TOP SH,45,108,VINYL BEADS,9,211,190,NULL
48,,BOTTOM DH,44,43,,2,90,25,NULL
25,,BOTTOM SH,26,30,VINYL BEADS,9,11,40,NULL
59,,SLIDER,28,32,,9,6,55,NULL
10,,,34,30,SNAP BEADS,9,211,35,NULL
10,,BOTTOM SH,36,30,SNAP BEADS,9,211,35,NULL
72,Metal,Flush Glaze,38,36,,2,228,65,NULL
31,ALUMINUM,FLUSH GLAZE,26,2,,9,137,30,NULL
64,,,17,24,,2,211,20,NULL
60,,,76,41,,2,6,55,NULL
84,SASH RAIL,,94,28,,2,211,30,NULL
83,ALUMINUM,FLUSH GLAZE,37,27,,2,6,60,NULL
54,ALUMINUM,FIXED,30,24,,9,11,60,NULL
40,,SIDELITE,26,46,SCREW BEADS,9,90,30,NULL
66,ALUMINUM,,40,19,SNAP BEADS,13,118,80,NULL
50,VINYL,SLIDER,31,27,SNAP BEADS,9,11,55,NULL
30,,,42,5,PUSH RUBBER,2,6,35,NULL
82,,,56,24,PUSH RUBBER,2,211,245,NULL
73,ALUMINUM,FLUSH GLAZE,34,22,,2,11,30,NULL
44,STEEL,,42,12,PUTTY,0,211,55,NULL
27,,BOTTOM SH,25,34,SNAP BEADS,11,118,45,NULL
27,,BOTTOM DH,30,30,VINYL BEADS,1,228,35,NULL
21,,TOP SH,31,60,VINYL BEADS,1,228,90,NULL
14,,TOP SH,36,60,VINYL BEADS,9,6,40,NULL
70,WOOD,SIDELITE,16,10,WOOD BEADS,1,6,45,NULL
43,VINYL,FIXED,22,36,VINYL BEADS,1,211,35,NULL
25,,TOP SH,40,60,VINYL BEADS,9,6,40,NULL
60,WOOD,FIXED,34,18,WOOD BEADS,1,90,75,NULL
67,ALUMINUM,FLUSH GLAZE,82,84,,2,6,75,NULL
54,ALUMINUM,FIXED,45,156,SNAP BEADS,9,211,70,NULL
38,ALUMINUM,FLUSH GLAZE,12,47,,0,211,10,NULL
27,,TOP SH,31,30,SNAP BEADS,1,11,40,NULL
22,ALUMINUM,,34,12,SNAP BEADS,5,228,20,NULL
33,,TOP SH,25,44,,9,11,65,NULL
38,,FIXED,24,40,VINYL BEADS,9,118,60,NULL
33,,BOTTOM SH,27,28,SNAP BEADS,9,11,40,NULL
17,,TOP DH,23,30,VINYL BEADS,1,62,25,NULL
10,,BOTTOM SH,34,30,VINYL BEADS,9,90,60,NULL
65,VINYL,FIXED,30,24,VINYL BEADS,1,118,50,NULL
71,VINYL,FIXED,18,39,VINYL BEADS,1,62,60,NULL
38,VINYL,SLIDER,33,41,SNAP BEADS,9,11,40,NULL
26,ALUMINUM,FLUSH GLAZE,16,2,,0,11,30,NULL
24,,,27,71,SNAP BEADS,12,11,40,NULL
34,,SLIDER,36,51,,9,6,50,NULL
52,,SLIDER,27,24,WRAP AROUND RUBBER,9,62,60,NULL
56,,,32,30,SCREW BEADS,2,6,30,NULL
26,,,31,36,VINYL BEADS,1,62,65,NULL
82,ALUMINUM,FLUSH GLAZE,26,7,,9,6,30,NULL
26,,,17,96,SNAP BEADS,2,118,20,NULL
57,VINYL,FIXED,55,28,VINYL BEADS,1,118,60,NULL
87,ALUMINUM,FLUSH GLAZE,40,29,,12,228,35,NULL
24,,BOTTOM SH,35,29,SNAP BEADS,9,228,25,NULL
15,,,35,84,WOOD BEADS,1,118,165,NULL
21,,,37,72,VINYL BEADS,2,228,40,NULL
21,,,37,28,VINYL BEADS,2,6,35,NULL
40,,,27,62,VINYL BEADS,9,118,75,1
48,ALUMINUM,FIXED,24,50,,9,228,25,NULL
91,ALUMINUM,FLUSH GLAZE,58,26,PUSH RUBBER,2,6,40,NULL
44,,FIXED,27,48,SNAP BEADS,1,62,40,NULL
60,WOOD,,87,18,WOOD BEADS,2,6,50,NULL
42,,,30,84,WOOD BEADS,2,6,30,NULL
24,,FIXED,23,30,SNAP BEADS,1,211,30,NULL
52,ALUMINUM,Flush Glaze,53,36,,2,211,20,NULL
93,WOOD,FIXED,30,68,WOOD BEADS,2,90,100,NULL
29,,,54,4,,2,228,25,NULL
64,Aluminum,Slider,42,24,Wrap Around Rubber,9,211,60,NULL
92,ALUMINUM,FLUSH GLAZE,44,29,PUSH RUBBER,2,211,55,1
31,,Bottom of SH,24,28,Snap Beads,9,118,60,NULL
36,,FIXED,26,42,WRAP AROUND FRAME,1,118,30,NULL
45,,,11,36,VINYL BEADS,1,118,40,NULL
19,,,38,51,SNAP BEADS,5,62,35,NULL
28,ANDERSEN,,33,36,,1,137,90,NULL
27,,BOTTOM SH,27,27,SNAP BEADS,1,211,35,NULL
42,VINYL,SLIDER,33,38,SNAP BEADS,2,132,65,NULL
56,,FIXED,24,30,VINYL BEADS,9,90,80,NULL
25,,SIDELITE,32,8,WOOD BEADS,0,62,30,NULL
17,,,38,34,SNAP BEADS,11,118,75,NULL
57,ALUMINUM,FLUSH GLAZE,37,27,,2,211,25,NULL
66,ALUMINUM,FIXED,32,43,SNAP BEADS,9,228,70,NULL
24,,,24,60,,1,137,60,NULL
22,,,33,40,WRAP AROUND FRAME,9,6,80,NULL
10,,,29,84,VINYL BEADS,5,6,45,NULL
16,WOOD,FIXED,14,64,PUTTY,2,62,40,NULL
54,ALUMINUM,FIXED,26,32,SNAP BEADS,9,62,75,NULL
89,ALUMINUM,FLUSH GLAZE,42,7,PUSH RUBBER,10,228,90,NULL
21,,BOTTOM SH,31,33,SNAP BEADS,9,11,35,NULL
67,,,20,19,SNAP BEADS,4,228,55,NULL
30,,,31,48,VINYL BEADS,0,118,25,NULL
30,,,31,48,VINYL BEADS,9,118,25,NULL
31,,,25,48,VINYL BEADS,9,118,35,NULL
85,ALUMINUM,FLUSH GLAZE,45,21,,1,211,25,NULL
12,WOOD,BOTTOM DH,34,108,PUTTY,1,118,60,NULL
60,ALUMINUM,FLUSH GLAZE,12,40,PUSH RUBBER,0,228,20,NULL
48,STEEL,,14,120,,2,118,80,NULL
32,,,32,63,SNAP BEADS,9,90,30,NULL
79,ALUMINUM,CURTAINWALL,106,2,PRESSURE PLATE,2,6,70,NULL
79,WOOD,SIDELITE,32,12,WOOD BEADS,1,62,85,NULL
41,,,28,30,,11,90,35,NULL
74,,,60,29,,2,90,95,NULL
75,ALUMINUM,,87,20,SNAP BEADS,0,6,35,NULL
16,,,10,36,PUTTY,10,211,70,NULL
13,VINYL,FIXED,66,18,VINYL BEADS,9,228,35,NULL
41,,FIXED,41,44,WRAP AROUND FRAME,9,62,30,NULL
39,,,32,52,SNAP BEADS,9,11,55,NULL
60,,,58,35,SNAP BEADS,2,211,75,NULL
21,,BOTTOM SH,31,34,SNAP BEADS,9,11,70,NULL
57,VINYL,FIXED,40,33,VINYL BEADS,2,62,90,NULL
51,,,19,42,SCREW BEADS,5,211,25,NULL
56,,,34,34,PUTTY,2,6,80,NULL
32,,SLIDER,19,48,WRAP AROUND FRAME,2,11,35,NULL
0,ANDERSEN,,0,37,,2,62,60,NULL
20,,,16,50,PUTTY,1,137,45,NULL
58,ALUMINUM,FLUSH GLAZE,55,37,,2,211,25,NULL
78,ALUMINUM,FLUSH GLAZE,34,2,,10,62,35,NULL
16,,,12,6,PUTTY,1,118,35,NULL
48,ALUMINUM,FIXED,36,42,SNAP BEADS,10,118,110,NULL
36,VINYL,FIXED,24,36,WRAP AROUND FRAME,9,90,40,NULL
70,ALUMINUM,FLUSH GLAZE,57,25,,2,211,35,NULL
37,,,24,60,VINYL BEADS,1,118,40,NULL
18,,,30,42,VINYL BEADS,9,228,40,NULL
14,,TOP SH,36,60,VINYL BEADS,9,90,25,NULL
31,,,24,30,VINYL BEADS,9,118,40,NULL
29,,,24,30,VINYL BEADS,9,118,35,NULL
28,VINYL,FIXED,20,36,,9,11,50,NULL
110,ALUMINUM,CURTAINWALL,58,4,PRESSURE PLATE,2,6,75,NULL
43,,FIXED,21,40,VINYL BEADS,9,90,50,NULL
30,,,29,51,WRAP AROUND RUBBER,1,11,35,NULL
21,,,27,64,SNAP BEADS,9,11,40,NULL
47,,,84,48,SCREW BEADS,2,6,130,NULL
31,,,24,30,VINYL BEADS,9,118,15,NULL
120,,LUG SASH,69,18,,2,6,80,NULL
24,ALUMINUM,FLUSH GLAZE,31,11,,12,228,30,NULL
24,,SLIDER,24,60,WRAP AROUND FRAME,9,228,30,NULL
0,,,0,55,,1,6,60,NULL
92,,,50,22,SCREW BEADS,2,6,50,NULL
76,ALUMINUM,FLUSH GLAZE,62,38,PUSH RUBBER,2,90,40,NULL
46,,FIXED,30,42,VINYL BEADS,2,228,35,NULL
46,,SLIDER,30,42,VINYL BEADS,2,228,40,NULL
46,,FIXED,30,42,VINYL BEADS,1,228,40,NULL
52,,FIXED,32,36,VINYL BEADS,2,90,75,NULL
50,VINYL,FIXED,50,28,SNAP BEADS,9,228,65,NULL
43,,,19,36,SNAP BEADS,1,228,45,NULL
53,VINYL,FIXED,73,30,SNAP BEADS,1,90,60,NULL
45,ALUMINUM,FIXED,38,34,SNAP BEADS,10,90,105,NULL
35,,,29,48,VINYL BEADS,1,118,45,NULL
27,ALUMINUM,FLUSH GLAZE,27,26,PUSH RUBBER,2,62,25,NULL
79,METAL,FIXED,47,18,SNAP BEADS,2,132,110,NULL
27,,,31,60,SNAP BEADS,1,11,30,NULL
21,,,34,26,SNAP BEADS,2,90,40,NULL
78,,FIXED,33,27,SCREW BEADS,0,62,60,NULL
16,,,43,64,VINYL BEADS,2,62,40,NULL
0,,,0,22,,1,118,55,NULL
